;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SAME;SAME;DELETE;SAME;SAME;SAME;SAME;SAME;NEW;RENAME;DELETE;NEW;RENAME;NEW;SAME;NEW;RENAME;NEW;Rename;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE
;FR0013478708;06-05-25;;FR0013478708;FR;ESG4E;Euronext Eurozone ESG Leaders 40 EW D4%;XPAR;;;2265.13;;2270.52;;2270.520788;;;;;;;NL0012758551;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.04;1;365;0;
;FR0013477056;06-05-25;;FR0013477056;FR;ESGZD;EN EZ ESG Leaders Select 40 EW D3.5%;XPAR;;;2609.9;;2614.62;;2614.623427;;;;;;;FR0013477023;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.035;1;365;0;
;FR0013477049;06-05-25;;FR0013477049;FR;ESGEZ;EN EZ ESG Leaders Select 40 EW D5%;XPAR;;;2042.35;;2045.8;;2045.79889;;;;;;;FR0013477023;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013477031;06-05-25;;FR0013477031;FR;ESGEG;EN EZ ESG Leaders Select 40 EW GR;XPAR;;;5305.59;;5321.93;;5321.934151;;;;;;;FR0013477007;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013477023;06-05-25;;FR0013477023;FR;ESGEN;EN EZ ESG Leaders Select 40 EW NR;XPAR;;;4624.6;;4634.31;;4634.308109;;;;;;;FR0013477007;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013477007;06-05-25;;FR0013477007;FR;ESGEP;EN EZ ESG Leaders Select 40 EW;XPAR;;1018891.236;3068.16;;3065.74;;3065.735505;;3123651039;;40;EUR;1;;FR0013477031;FR0013477023;;;;ECB;EU Price;Indices;;;;;0;
;FR0013476983;06-05-25;;FR0013476983;FR;ESGFR;EN France ESG Leaders Select 30 EW D5%;XPAR;;;2095.04;;2095.31;;2095.314844;;;;;;;FR0013476967;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013476975;06-05-25;;FR0013476975;FR;ESGFG;EN France ESG Leaders Select 30 EW GR;XPAR;;;5438.04;;5444.92;;5444.923474;;;;;;;FR0013476959;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013476967;06-05-25;;FR0013476967;FR;ESGFN;EN France ESG Leaders Select 30 EW NR;XPAR;;;4744.09;;4746.67;;4746.665019;;;;;;;FR0013476959;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013476959;06-05-25;;FR0013476959;FR;ESGFP;EN France ESG Leaders Select 30 EW;XPAR;;1043975.327;3344.18;;3338.74;;3338.737249;;3485559312;;30;EUR;1;;FR0013476975;FR0013476967;;;;ECB;EU Price;Indices;;;;;0;
;FR0013468907;06-05-25;;FR0013468907;FR;ESGD5;Euronext Eurozone ESG Large 80 D 5%;XPAR;;;1564.08;;1568.11;;1568.109701;;;;;;;FR0013468865;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013468881;06-05-25;;FR0013468881;FR;ESG8D;Euronext Eurozone ESG Large 80 D 3.5%;XPAR;;;1910.83;;1915.99;;1915.989043;;;;;;;FR0013468865;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.035;1;365;0;
;FR0013468873;06-05-25;;FR0013468873;FR;ESGGR;Euronext Eurozone ESG Large 80 GR;XPAR;;;3389.04;;3400.76;;3400.75781;;;;;;;FR0013468832;;;1.087916845;;AT0000746409 BE0003565737;ECB;TR1;Indices;;;;;0;
;FR0013468865;06-05-25;;FR0013468865;FR;ESGNR;Euronext Eurozone ESG Large 80 NR;XPAR;;;3048.67;;3057.77;;3057.774401;;;;;;;FR0013468832;;;;0.767214963;AT0000746409 BE0003565737;ECB;TR1;Indices;;;;;0;
;FR0013468832;06-05-25;;FR0013468832;FR;ENESG;Euronext Eurozone ESG Large 80;XPAR;;840190090.5;2194.54;;2197.99;;2197.994224;;1.84673E+12;;80;EUR;1;;FR0013468873;FR0013468865;;;;ECB;EU Price;Indices;;;;;0;
;FR0013460060;06-05-25;;FR0013460060;FR;GREG5;Planet E Decrement 5% GR;XPAR;;;1588.51;;1591.13;;1591.13069;;;;;;;FR0013457876;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013457892;06-05-25;;FR0013457892;FR;GRE50;Euronext Green Planet E Decrement 5%;XPAR;;;1344.69;;1345.73;;1345.729103;;;;;;;FR0013457868;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013457876;06-05-25;;FR0013457876;FR;GRE5G;Euronext Green Planet E GR;XPAR;;;4180.33;;4188.94;;4188.939824;;;;;;;FR0013457850;;;0.683849859;;BE0974293251;ECB;TR1;Indices;;;;;0;
;FR0013457868;06-05-25;;FR0013457868;FR;GRE5N;Euronext Green Planet E NR;XPAR;;;3538.81;;3543.01;;3543.007175;;;;;;;FR0013457850;;;;0.478694902;BE0974293251;ECB;TR1;Indices;;;;;0;
;FR0013457850;06-05-25;;FR0013457850;FR;GRE5P;Euronext Green Planet E;XPAR;;1009666.07;2134.62;;2131.65;;2131.650288;;2152254969;;50;EUR;1;;FR0013457876;FR0013457868;;;;ECB;EU Price;Indices;;;;;0;
;FR0013448164;06-05-25;;FR0013448164;FR;FRESG;EN CDP Environment ESG France EW D5%;XPAR;;;897.34;;896.84;;896.8411296;;;;;;;FR0013448149;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013448156;06-05-25;;FR0013448156;FR;FESGG;EN CDP Environment ESG France EW GR;XPAR;;;2791.63;;2792.56;;2792.558562;;;;;;;FR0013448131;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013448149;06-05-25;;FR0013448149;FR;FESGN;EN CDP Environment ESG France EW NR;XPAR;;;2361.92;;2361.57;;2361.574612;;;;;;;FR0013448131;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013448131;06-05-25;;FR0013448131;FR;FESGP;EN CDP Environment ESG France EW;XPAR;;981547.5569;1541.27;;1538.82;;1538.824019;;1510428956;;40;EUR;1;;FR0013448156;FR0013448149;;;;ECB;EU Price;Indices;;;;;0;
;FR0013431731;06-05-25;;FR0013431731;FR;ESGFL;Euronext France ESG Leaders 40 EW D3.5%;XPAR;;;2264.93;;2265.15;;2265.153694;;;;;;;FR0013317740;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.035;1;365;0;
;FR0013425386;06-05-25;;FR0013425386;FR;FRTGR;Euronext Tech Croissance GR;XPAR;;;1494.8;;1516.34;;1516.337327;;;;;;;FR0013425352;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013425360;06-05-25;;FR0013425360;FR;FRTEK;Euronext Tech Croissance NR;XPAR;;;1382.34;;1402.25;;1402.251306;;;;;;;FR0013425352;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013425352;06-05-25;;FR0013425352;FR;FRTPR;Euronext Tech Croissance;XPAR;;32450870.89;1118.09;;1134.2;;1134.197117;;36805684203;;128;EUR;1;;FR0013425386;FR0013425360;;;;ECB;EU Price;Indices;;;;;0;
;FR0013422326;06-05-25;;FR0013422326;FR;CLIFL;EN FR NRG Transition Leaders 40 EW D3.5%;XPAR;;;2067.09;;2067.57;;2067.572928;;;;;;;FR0013317781;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.035;1;365;0;
;FR0013376282;06-05-25;;FR0013376282;FR;C6RI;CAC Large 60 RI SW Decrement 5%;XPAR;;;964.59;;964.63;;964.6336605;;;;;;;FR0013376266;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013376274;06-05-25;;FR0013376274;FR;C6RIG;CAC Large 60 RI SW GR;XPAR;;;2653.98;;2657.35;;2657.354192;;;;;;;FR0013376258;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013376266;06-05-25;;FR0013376266;FR;C6RIN;CAC Large 60 RI SW NR;XPAR;;;2296.9;;2297.95;;2297.946069;;;;;;;FR0013376258;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013376258;06-05-25;;FR0013376258;FR;C6RIP;CAC Large 60 RI SW;XPAR;;967526.6793;1581.86;;1578.72;;1578.724746;;1527458311;;60;EUR;1;;FR0013376274;FR0013376266;;;;ECB;EU Price;Indices;;;;;0;
;FR0013376241;06-05-25;;FR0013376241;FR;F4RI;EN FR 40 Responsible Investment D5%;XPAR;;;873.29;;871.82;;871.8183449;;;;;;;FR0013376225;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013376233;06-05-25;;FR0013376233;FR;F4RIG;EN FR 40 Responsible Investment GR;XPAR;;;2411.95;;2411.7;;2411.696442;;;;;;;FR0013376209;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013376225;06-05-25;;FR0013376225;FR;F4RIN;EN FR 40 Responsible Investment NR;XPAR;;;2079.55;;2076.9;;2076.902298;;;;;;;FR0013376209;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013376209;06-05-25;;FR0013376209;FR;F4RIP;EN FR 40 Responsible Investment;XPAR;;987352.8622;1427.4;;1420.59;;1420.589702;;1402623308;;40;EUR;1;;FR0013376233;FR0013376225;;;;ECB;EU Price;Indices;;;;;0;
;FR0013371440;06-05-25;;FR0013371440;NL;ESF5D;SBF Top 50 ESG EW Decrement 50 Points;XAMS;;;906.11;;908.03;;908.0307322;;;;;;;FR0013371432;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;FR0013371432;06-05-25;;FR0013371432;NL;ESF5G;SBF Top 50 ESG EW GR;XAMS;;;1360.89;;1364.39;;1364.391195;;;;;;;FR0013371416;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013371424;06-05-25;;FR0013371424;NL;ESF5N;SBF Top 50 ESG EW NR;XAMS;;;1284.04;;1286.64;;1286.640443;;;;;;;FR0013371416;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013371416;06-05-25;;FR0013371416;NL;ESF5P;SBF Top 50 ESG EW;XAMS;;1572399.588;1096.19;;1096.59;;1096.590696;;1724278758;;50;EUR;1;;FR0013371432;FR0013371424;;;;ECB;EU Price;Indices;;;;;0;
;FR0013355971;06-05-25;;FR0013355971;FR;FRA20;Euronext France 20 EW Decrement 5.5%;XPAR;;;1738.35;;1736.45;;1736.454134;;;;;;;FR0013355955;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.055;1;365;0;
;FR0013355963;06-05-25;;FR0013355963;FR;FR20G;Euronext France 20 EW GR;XPAR;;;4909.08;;4912.88;;4912.87991;;;;;;;FR0013355948;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013355955;06-05-25;;FR0013355955;FR;FR20N;Euronext France 20 EW NR;XPAR;;;4271.56;;4268.84;;4268.836254;;;;;;;FR0013355948;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013355948;06-05-25;;FR0013355948;FR;FR20P;Euronext France 20 EW;XPAR;;1013968.495;2883.05;;2869;;2868.996584;;2909072147;;20;EUR;1;;FR0013355963;FR0013355955;;;;ECB;EU Price;Indices;;;;;0;
;FR0013354180;06-05-25;;FR0013354180;FR;FRN40;EN France Next 40 EW Decrement 5.5%;XPAR;;;2023.82;;2026.1;;2026.104871;;;;;;;FR0013354164;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.055;1;365;0;
;FR0013354172;06-05-25;;FR0013354172;FR;FRN4G;EN France Next 40 EW GR;XPAR;;;5633.93;;5644.81;;5644.806883;;;;;;;FR0013354156;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013354164;06-05-25;;FR0013354164;FR;FRN4N;EN France Next 40 EW NR;XPAR;;;4973.57;;4981.42;;4981.422337;;;;;;;FR0013354156;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013354156;06-05-25;;FR0013354156;FR;FRN4P;EN France Next 40 EW;XPAR;;953082.1638;3578.52;;3580.38;;3580.383828;;3412399966;;40;EUR;1;;FR0013354172;FR0013354164;;;;ECB;EU Price;Indices;;;;;0;
;FR0013349081;06-05-25;;FR0013349081;FR;FRECH;EN France 20-40 Challengers EW D 5.5%;XPAR;;;1355.18;;1353.19;;1353.192299;;;;;;;FR0013349065;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.055;1;365;0;
;FR0013349073;06-05-25;;FR0013349073;FR;FRECG;EN France 20-40 Challengers EW GR;XPAR;;;3778.97;;3778.67;;3778.671413;;;;;;;FR0013349057;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013349065;06-05-25;;FR0013349065;FR;FRECN;EN France 20-40 Challengers EW NR;XPAR;;;3330.38;;3327;;3326.995463;;;;;;;FR0013349057;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013349057;06-05-25;;FR0013349057;FR;FRECP;EN France 20-40 Challengers EW;XPAR;;949463.7761;2396.22;;2387.05;;2387.047538;;2266415169;;20;EUR;1;;FR0013349073;FR0013349065;;;;ECB;EU Price;Indices;;;;;0;
;FR0013325032;06-05-25;;FR0013325032;FR;CAMID;CAC Mid 60 Decrement 5%;XPAR;;;7231.13;;7223.85;;7223.846094;;;;;;;QS0011131909;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013317807;06-05-25;;FR0013317807;FR;CLIF4;EN Fra Energy Transition Lead 40 EW D5%;XPAR;;;1617.53;;1617.71;;1617.711073;;;;;;;FR0013317781;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013317799;06-05-25;;FR0013317799;FR;CLF4G;EN Fra Energy Transition Lead 40 EW GR;XPAR;;;4234.13;;4239.79;;4239.793272;;;;;;;FR0013317773;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013317781;06-05-25;;FR0013317781;FR;CLF4N;EN Fra Energy Transition Lead 40 EW NR;XPAR;;;3662.98;;3664.9;;3664.895716;;;;;;;FR0013317773;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013317773;06-05-25;;FR0013317773;FR;CLF4P;EN Fra Energy Transition Lead 40 EW;XPAR;;601508.8538;2534.28;;2529.41;;2529.408989;;1521461902;;40;EUR;1;;FR0013317799;FR0013317781;;;;ECB;EU Price;Indices;;;;;0;
;FR0013317765;06-05-25;;FR0013317765;FR;ESGF4;Euronext France ESG Leaders 40 EW D 5%;XPAR;;;1772.36;;1772.32;;1772.316208;;;;;;;FR0013317740;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013317757;06-05-25;;FR0013317757;FR;ESF4G;Euronext France ESG Leaders 40 EW GR;XPAR;;;4643.18;;4648.75;;4648.749824;;;;;;;FR0013317732;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013317740;06-05-25;;FR0013317740;FR;ESF4N;Euronext France ESG Leaders 40 EW NR;XPAR;;;4013.55;;4015.11;;4015.111694;;;;;;;FR0013317732;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013317732;06-05-25;;FR0013317732;FR;ESF4P;Euronext France ESG Leaders 40 EW;XPAR;;472077.5121;2778.06;;2772.38;;2772.38359;;1308779948;;40;EUR;1;;FR0013317757;FR0013317740;;;;ECB;EU Price;Indices;;;;;0;
;FR0013254323;06-05-25;;FR0013254323;FR;CAGOD;CAC 40 Governance Decrement 5%;XPAR;;;846.58;;845.53;;845.5256138;;;;;;;FR0013232196;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013252418;06-05-25;;FR0013252418;FR;C4SD;CAC 40 Synthetic Dividend;XPAR;;1;8772.807;;8765.918;;8765.917812;;8765.917812;;3;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0;
;FR0013252392;06-05-25;;FR0013252392;FR;C4CD;CAC 40 Cumulative Dividend;XPAR;;;1507.69;;1543.82;;1543.822833;;;;;;;FR0003500008;;;0;;;ECB;TR6 Dividend Point Index;Indices;;;;;0;
;FR0013236254;06-05-25;;FR0013236254;FR;C4EWD;CAC 40 EW Decrement 5%;XPAR;;;1752.07;;1749.9;;1749.897703;;;;;;;QS0011211198;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013232204;06-05-25;;FR0013232204;FR;CAGOG;CAC 40 Governance GR;XPAR;;;2646.29;;2646.15;;2646.152842;;;;;;;FR0013232188;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013232196;06-05-25;;FR0013232196;FR;CAGON;CAC 40 Governance NR;XPAR;;;2228.22;;2226.37;;2226.370651;;;;;;;FR0013232188;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013232188;06-05-25;;FR0013232188;FR;CAGOV;CAC 40 Governance;XPAR;;99557.12792;1454.19;;1449.58;;1449.581514;;144316172.2;;40;EUR;1;;FR0013232204;FR0013232196;;;;ECB;EU Price;Indices;;;;;0;
;FR0013134855;06-05-25;;FR0013134855;FR;CLEJP;CAC Large 60 EW NR JPY;XPAR;;1;663904.49;;661794.23;;661794.2329;;661794.2329;;1;JPY;1;;;;;;;ECB;EU Price;Indices;;;;;0;
;FR0013134848;06-05-25;;FR0013134848;FR;CLEWJ;CAC Large 60 EW NR JPY Hedged;XPAR;;1;1464.02;;1465.42;;1465.421541;;1465.421541;;1;JPY;1;;;;;;;ECB;EU Price;Indices;;;;;0;
;FR0013017969;06-05-25;;FR0013017969;FR;SBF8D;SBF Top 80 EW Decrement 50 Points;XPAR;;;1004.38;;1004.65;;1004.653954;;;;;;;FR0013017951;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;FR0013017951;06-05-25;;FR0013017951;FR;SBF8G;SBF Top 80 EW GR;XPAR;;;1692.85;;1694;;1693.996394;;;;;;;FR0013017936;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013017944;06-05-25;;FR0013017944;FR;SBF8N;SBF Top 80 EW NR;XPAR;;;1569.2;;1569.35;;1569.349915;;;;;;;FR0013017936;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013017936;06-05-25;;FR0013017936;FR;SBF80;SBF Top 80 EW;XPAR;;1020909363;1278.59;;1276.47;;1276.47023;;1.30316E+12;;80;EUR;1;;FR0013017951;FR0013017944;;;;ECB;EU Price;Indices;;;;;0;
;FR0012663334;06-05-25;;FR0012663334;FR;CLEWE;CAC LARGE 60 EW ER;XPAR;;;1791.03;;1792.11;;1792.105509;;;;;;;FR0012663300;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0012663318;06-05-25;;FR0012663318;FR;CLEWG;CAC Large 60 Equal Weight GR;XPAR;;;4574.52;;4582.71;;4582.713289;;;;;;;FR0012663292;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0012663300;06-05-25;;FR0012663300;FR;CLEWN;CAC Large 60 Equal Weight NR;XPAR;;;4055.28;;4059.39;;4059.392966;;;;;;;FR0012663292;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0012663292;06-05-25;;FR0012663292;FR;CLEW;CAC Large 60 Equal Weight;XPAR;;23508733.41;2856.57;;2852.81;;2852.808007;;67065902913;;60;EUR;1;;FR0012663318;FR0012663300;;;;ECB;EU Price;Indices;;;;;0;
;FR0012246049;06-05-25;;FR0012246049;FR;EPMEG;Euronext PEA-PME 150 Index GR;XPAR;;;1726.86;;1728.73;;1728.727721;;;;;;;FR0012246023;;;1.139331636;;FR001400TL40;ECB;TR1;Indices;;;;;0;
;FR0012246023;06-05-25;;FR0012246023;FR;ENPME;Euronext PEA-PME 150 Index;XPAR;;30012488.21;1458.54;;1458.39;;1458.386151;;43769797154;;150;EUR;1;;FR0012246049;;;;;ECB;EU Price;Indices;;;;;0;
;FR001INCESGP;06-05-25;;FR0014002B3I;FR;EIRUT;CAC 40 ESG RT INTERN;XPAR;;611061639;2477.93;;2464.68;;2464.678704;;1.50607E+12;;40;EUR;1;;FR0014002B4I;FR0014002B5I;;;;ECB;EU Price;Indices;;;;;0;
;FR001INCESGN;06-05-25;;FR0014002B5I;FR;EIRUN;CAC 40 ESG NR RT INTERN;XPAR;;;3454.47;;3449.33;;3449.327716;;;;;;;FR0014002B3I;;;;0;;ECB;TR1;Indices;;;;;0;
;FR001INCESGG;06-05-25;;FR0014002B4I;FR;EIRUG;CAC 40 ESG GR RT INTERN;XPAR;;;3939.81;;3939;;3939.002956;;;;;;;FR0014002B3I;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0003999499;06-05-25;;FR0003999499;FR;CACT;CAC All-Tradable;XPAR;;338733506.3;5772.34;;5745.65;;5745.651536;;1.94624E+12;;200;EUR;1;;QS0011131891;QS0011131883;;;;ECB;EU Price;Indices;;;;;0;
;FR0003999481;06-05-25;;FR0003999481;FR;PX4;SBF 120;XPAR;;329699304.5;5899.17;;5871.59;;5871.593195;;1.93586E+12;;120;EUR;1;;QS0011131859;QS0011131842;;;;ECB;EU Price;Indices;;;;;0;
;FR0003502087;06-05-25;;FR0003502087;FR;N150;Next 150 Index;XPAR;;167146694.4;3460.15;;3470.95;;3470.95266;;5.80158E+11;;150;EUR;1;;QS0011224274;;;;;ECB;EU Price;Indices;;;;;0;
;FR0003502079;06-05-25;;FR0003502079;FR;N100;Euronext 100 Index;XPAR;;2659493700;1548.49;;1544.92;;1544.92331;;4.10871E+12;;100;EUR;1;;QS0011224258;;;;;ECB;EU Price;Indices;;;;;0;
;FR0003500008;06-05-25;;FR0003500008;FR;PX1;CAC 40;XPAR;;226025792.7;7770.48;;7727.93;;7727.934649;;1.74671E+12;;40;EUR;1;;QS0011131834;QS0011131826;;;;ECB;EU Price;Indices;;;;;0;
;FR00035INPX1;06-05-25;;FR000350000I;FR;CIRUT;CAC 40 REUT INTERN;XPAR;;226025792.7;7770.48;;7727.93;;7727.934649;;1.74671E+12;;40;EUR;1;;QS001113183I;QS001113182I;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00031966;06-05-25;;FRIX00031966;FR;SGACD;Euronext G ACA 010622 GR Decrement 0 84;XPAR;;;15.65;;15.696;;15.69551221;;;;;;;FRIX00021959;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.84;1;365;0;
;FRIX00021959;06-05-25;;FRIX00021959;FR;SGACG;Euronext G ACA 010622 GR 0 84;XPAR;;;19.411;;19.475;;19.47526303;;;;;;;FRIX00011943;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00011943;06-05-25;;FRIX00011943;FR;SGACP;Euronext G ACA 010622 PR 0 84;XPAR;;100;16.505;;16.56;;16.56;;1656;;1;EUR;1;;FRIX00021959;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00006166;06-05-25;;FRIX00006166;FR;SGT3D;Euronext G TotalEnergies 260325 GR Decrement 3.06;XPAR;;;50.561;;50.188;;50.18782897;;;;;;;FRIX00004120;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.06;1;365;0;
;FRIX00006158;06-05-25;;FRIX00006158;FR;SGS5D;Euronext G Stellantis 230424 GR D0.68;XPAR;;;8.633;;8.621;;8.62057511;;;;;;;FRIX00004484;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.68;1;365;0;
;FRIX00005978;06-05-25;;FRIX00005978;FR;SGEND;Euronext G ENI IM 030425 Decrement 0.96;XPAR;;;12.577;;12.488;;12.48784089;;;;;;;FRIX00004427;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.96;1;365;0;
;FRIX00005804;06-05-25;;FRIX00005804;FR;SGPRD;Euronext G Pernod Ricard SA 261124 Decrement 4.70;XPAR;;;94.652;;94.477;;94.47664177;;;;;;;FRIX00005796;;;;;;ECB;TR4 Dividend Return;Indices;Points;4.7;1;365;0;
;FRIX00005796;06-05-25;;FRIX00005796;FR;SPRGR;Euronext Pernod Ricard SA GR;XPAR;;;96.58;;96.44;;96.44;;;;;;;FRIX00005788;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00005788;06-05-25;;FRIX00005788;FR;SPRPR;Euronext Pernod Ricard SA PR;XPAR;;100;96.58;;96.44;;96.44;;9644;;1;EUR;1;;FRIX00005796;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00005671;06-05-25;;FRIX00005671;FR;SGC2D;Euronext G CA 280524 GR Decrement 0.79;XPAR;;;12.951;;12.845;;12.8448709;;;;;;;FRIX00004518;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.79;1;365;0;
;FRIX00005473;06-05-25;;FRIX00005473;FR;SEID2;Euronext ENI Decrement Serie 2;XPAR;;;12.693;;12.603;;12.602553;;;;;;;FRIX00004427;;;;;;ECB;TR4 Dividend Return;Indices;Points;1;1;365;0;
;FRIX00005432;06-05-25;;FRIX00005432;FR;SGMD4;Euronext G Mercedes Benz Group 150125 D4;XPAR;;;52.188;;52.772;;52.77207316;;;;;;;FRIX00005416;;;;;;ECB;TR4 Dividend Return;Indices;Points;4;1;365;0;
;FRIX00005416;06-05-25;;FRIX00005416;FR;SMBGG;Euronext Mercedes Benz Group GR;XPAR;;;53.3;;53.93;;53.93;;;;;;;FRIX00005408;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00005408;06-05-25;;FRIX00005408;FR;SMBGP;Euronext Mercedes Benz Group PR;XPAR;;100;53.3;;53.93;;53.93;;5393;;1;EUR;1;;FRIX00005416;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00004930;06-05-25;;FRIX00004930;FR;SGO4D;Euronext G Orange 060624 D 0.72;XPAR;;;12.137;;12.155;;12.15485292;;;;;;;FRIX00004153;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.72;1;365;0;
;FRIX00004922;06-05-25;;FRIX00004922;FR;SGB6D;Euronext G BNP 230524 Decrement 4.60;XPAR;;;71.196;;71.158;;71.15774322;;;;;;;FRIX00004245;;;;;;ECB;TR4 Dividend Return;Indices;Points;4.6;1;365;0;
;FRIX00004799;06-05-25;;FRIX00004799;FR;SRED1;Euronext Renault Decrement Serie 1;XPAR;;;0.67;;0.663;;0.66333765;;;;;;;FRIX00004781;;;;;;ECB;TR4 Dividend Return;Indices;Points;1;1;365;0;
;FRIX00004781;06-05-25;;FRIX00004781;FR;SREG;Euronext Renault GR;XPAR;;;47.38;;47.46;;47.46;;;;;;;FRIX00004773;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00004773;06-05-25;;FRIX00004773;FR;SREP;Euronext Renault PR;XPAR;;100;47.38;;47.46;;47.46;;4746;;1;EUR;1;;FRIX00004781;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00004765;06-05-25;;FRIX00004765;FR;SSCD1;Euronext Scor Decrement Serie 1;XPAR;;;27.71;;27.911;;27.91129058;;;;;;;FRIX00004757;;;;;;ECB;TR4 Dividend Return;Indices;Points;1;1;365;0;
;FRIX00004757;06-05-25;;FRIX00004757;FR;SSCG;Euronext Scor GR;XPAR;;;28.22;;28.434;;28.43362604;;;;;;;FRIX00004740;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00004740;06-05-25;;FRIX00004740;FR;SSCP;Euronext Scor PR;XPAR;;100;26.42;;26.62;;26.62;;2662;;1;EUR;1;;FRIX00004757;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00004732;06-05-25;;FRIX00004732;FR;SVED1;Euronext Veolia Environnement Decrement Serie 1;XPAR;;;916.074;;914.645;;914.6449656;;;;;;;FRIX00004724;;;;;;ECB;TR4 Dividend Return;Indices;Points;1;1;365;0;
;FRIX00004724;06-05-25;;FRIX00004724;FR;SVEG1;Euronext Veolia Environnement GR;XPAR;;;32.24;;32.19;;32.19;;;;;;;FRIX00004716;;;0;;;ECB;TR1;Indices;;;;;0;
